Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
5230980155,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Jesus Luzardo (43939977),Jesus Luzardo,43939977,P,10100,PHI@SEA 08/26/2026 04:10PM ET,PHI,21.24
5230980156,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Gavin Williams (43940241),Gavin Williams,43940241,P,10100,CLE@LAA 08/26/2026 04:07PM ET,CLE,20.84
5230980157,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Logan Gilbert (43940242),Logan Gilbert,43940242,P,9800,PHI@SEA 08/26/2026 04:10PM ET,SEA,19.35
5230980158,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Parker Messick (43940243),Parker Messick,43940243,P,9100,CLE@LAA 08/26/2026 04:07PM ET,CLE,19.98
5230980159,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Paul Skenes (43940244),Paul Skenes,43940244,P,9000,PIT@SD 08/26/2026 04:10PM ET,PIT,17.79
5230980160,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,RP,Braxton Ashcraft (43940245),Braxton Ashcraft,43940245,P,9000,PIT@SD 08/26/2026 04:10PM ET,PIT,19.06
5230980161,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Bryan Woo (43939978),Bryan Woo,43939978,P,8800,PHI@SEA 08/26/2026 04:10PM ET,SEA,16.71
5230980162,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Bryce Miller (43940246),Bryce Miller,43940246,P,8800,PHI@SEA 08/26/2026 04:10PM ET,SEA,15.51
5230980163,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,George Kirby (43940247),George Kirby,43940247,P,8800,PHI@SEA 08/26/2026 04:10PM ET,SEA,14.83
5230980164,MLB $5K Solo Shot [$1K to 1st] (Early),194430221,$1 ,Nick Lodolo (43939985),Grayson Rodriguez (43939986),J.T. Realmuto (43940060),Connor Joe (43940219),Juan Brito (43940216),Gage Workman (43940188),Leo Balcazar (43940199),Rob Refsnyder (43940221),Gabriel Rincones Jr. (43940217),Bryce Teodosio (43940222),,SP,Nick Pivetta (43940248),Nick Pivetta,43940248,P,8500,PIT@SD 08/26/2026 04:10PM ET,SD,15.3
,,,,,,,,,,,,,,,RP,Michael King (43940249),Michael King,43940249,P,8500,PIT@SD 08/26/2026 04:10PM ET,SD,15.77
,,,,,,,,,,,,,,,SP,Robbie Ray (43940250),Robbie Ray,43940250,P,8500,PIT@SD 08/26/2026 04:10PM ET,SD,15.17
,,,,,,,,,,,,,,,RP,Ben Brown (43940251),Ben Brown,43940251,P,8300,CHC@ARI 08/26/2026 03:40PM ET,CHC,11.57
,,,,,,,,,,,,,,,SP,Shota Imanaga (43940252),Shota Imanaga,43940252,P,8300,CHC@ARI 08/26/2026 03:40PM ET,CHC,16.22
,,,,,,,,,,,,,,,RP,Clay Holmes (43940253),Clay Holmes,43940253,P,8300,CHC@ARI 08/26/2026 03:40PM ET,CHC,16.44
,,,,,,,,,,,,,,,SP,Kevin Gausman (43940254),Kevin Gausman,43940254,P,8300,CHC@ARI 08/26/2026 03:40PM ET,CHC,14.85
,,,,,,,,,,,,,,,SP,Hunter Greene (43940255),Hunter Greene,43940255,P,8200,CIN@SF 08/26/2026 03:45PM ET,CIN,14.29
,,,,,,,,,,,,,,,SP,Joey Cantillo (43939979),Joey Cantillo,43939979,P,8100,CLE@LAA 08/26/2026 04:07PM ET,CLE,14.54
,,,,,,,,,,,,,,,SP,Foster Griffin (43940256),Foster Griffin,43940256,P,8100,CLE@LAA 08/26/2026 04:07PM ET,CLE,17.48
,,,,,,,,,,,,,,,SP,Reid Detmers (43940257),Reid Detmers,43940257,P,8000,CLE@LAA 08/26/2026 04:07PM ET,LAA,18.29
,,,,,,,,,,,,,,,RP,Walbert Urena (43940258),Walbert Urena,43940258,P,8000,CLE@LAA 08/26/2026 04:07PM ET,LAA,14.46
,,,,,,,,,,,,,,,SP,Joe Musgrove (43940259),Joe Musgrove,43940259,P,8000,PIT@SD 08/26/2026 04:10PM ET,SD,0
,,,,,,,,,,,,,,,SP,Casey Mize (43940260),Casey Mize,43940260,P,8000,PIT@SD 08/26/2026 04:10PM ET,SD,14.82
,,,,,,,,,,,,,,,SP,Kade Anderson (43940261),Kade Anderson,43940261,P,7800,PHI@SEA 08/26/2026 04:10PM ET,SEA,12.55
,,,,,,,,,,,,,,,SP,Emerson Hancock (43940262),Emerson Hancock,43940262,P,7800,PHI@SEA 08/26/2026 04:10PM ET,SEA,16.05
,,,,,,,,,,,,,,,SP,Eduardo Rodriguez (43939980),Eduardo Rodriguez,43939980,P,7700,CHC@ARI 08/26/2026 03:40PM ET,ARI,16.1
,,,,,,,,,,,,,,,SP,Corbin Burnes (43940263),Corbin Burnes,43940263,P,7700,CHC@ARI 08/26/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Michael Soroka (43940264),Michael Soroka,43940264,P,7700,CHC@ARI 08/26/2026 03:40PM ET,ARI,15.91
,,,,,,,,,,,,,,,SP,Brandon Pfaadt (43940265),Brandon Pfaadt,43940265,P,7700,CHC@ARI 08/26/2026 03:40PM ET,ARI,10.3
,,,,,,,,,,,,,,,SP,Landen Roupp (43939981),Landen Roupp,43939981,P,7500,CIN@SF 08/26/2026 03:45PM ET,SF,14.07
,,,,,,,,,,,,,,,SP,Logan Webb (43940266),Logan Webb,43940266,P,7500,CIN@SF 08/26/2026 03:45PM ET,SF,15.58
,,,,,,,,,,,,,,,SP,Matthew Boyd (43939982),Matthew Boyd,43939982,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,13.92
,,,,,,,,,,,,,,,SP,Justin Steele (43940267),Justin Steele,43940267,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,0
,,,,,,,,,,,,,,,SP,Javier Assad (43940268),Javier Assad,43940268,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,9.11
,,,,,,,,,,,,,,,SP,Edward Cabrera (43940269),Edward Cabrera,43940269,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,10.83
,,,,,,,,,,,,,,,SP,Cade Horton (43940270),Cade Horton,43940270,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,10.45
,,,,,,,,,,,,,,,SP,David Peterson (43940271),David Peterson,43940271,P,7300,CHC@ARI 08/26/2026 03:40PM ET,CHC,9.81
,,,,,,,,,,,,,,,SP,Brady Singer (43940272),Brady Singer,43940272,P,7200,CIN@SF 08/26/2026 03:45PM ET,CIN,11.26
,,,,,,,,,,,,,,,SP,Andrew Abbott (43940273),Andrew Abbott,43940273,P,7200,CIN@SF 08/26/2026 03:45PM ET,CIN,12.04
,,,,,,,,,,,,,,,SP,Nestor Cortes (43940276),Nestor Cortes,43940276,P,7100,PHI@SEA 08/26/2026 04:10PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Aaron Nola (43940277),Aaron Nola,43940277,P,7100,PHI@SEA 08/26/2026 04:10PM ET,PHI,13.6
,,,,,,,,,,,,,,,RP,Caleb Kilian (43940278),Caleb Kilian,43940278,P,7100,PHI@SEA 08/26/2026 04:10PM ET,PHI,2.93
,,,,,,,,,,,,,,,SP,Slade Cecconi (43940274),Slade Cecconi,43940274,P,7100,CLE@LAA 08/26/2026 04:07PM ET,CLE,9.34
,,,,,,,,,,,,,,,SP,Tanner Bibee (43940275),Tanner Bibee,43940275,P,7100,CLE@LAA 08/26/2026 04:07PM ET,CLE,13.68
,,,,,,,,,,,,,,,OF,Pete Crow-Armstrong (43939987),Pete Crow-Armstrong,43939987,OF,6900,CHC@ARI 08/26/2026 03:40PM ET,CHC,10.61
,,,,,,,,,,,,,,,SP,Bubba Chandler (43939983),Bubba Chandler,43939983,P,6800,PIT@SD 08/26/2026 04:10PM ET,PIT,12.13
,,,,,,,,,,,,,,,SP,Jared Jones (43940279),Jared Jones,43940279,P,6800,PIT@SD 08/26/2026 04:10PM ET,PIT,12.72
,,,,,,,,,,,,,,,SP,Mitch Keller (43940280),Mitch Keller,43940280,P,6800,PIT@SD 08/26/2026 04:10PM ET,PIT,10.28
,,,,,,,,,,,,,,,SP,Ryne Nelson (43940281),Ryne Nelson,43940281,P,6700,CHC@ARI 08/26/2026 03:40PM ET,ARI,11.11
,,,,,,,,,,,,,,,SP,Randy Vasquez (43939984),Randy Vasquez,43939984,P,6500,PIT@SD 08/26/2026 04:10PM ET,SD,9.74
,,,,,,,,,,,,,,,SP,Walker Buehler (43940282),Walker Buehler,43940282,P,6500,PIT@SD 08/26/2026 04:10PM ET,SD,11.41
,,,,,,,,,,,,,,,SP,Griffin Canning (43940283),Griffin Canning,43940283,P,6500,PIT@SD 08/26/2026 04:10PM ET,SD,7.1
,,,,,,,,,,,,,,,SP,JP Sears (43940284),JP Sears,43940284,P,6500,PIT@SD 08/26/2026 04:10PM ET,SD,9.24
,,,,,,,,,,,,,,,SP,Lucas Giolito (43940285),Lucas Giolito,43940285,P,6500,PIT@SD 08/26/2026 04:10PM ET,SD,6.16
,,,,,,,,,,,,,,,RP,Trevor McDonald (43940286),Trevor McDonald,43940286,P,6500,CIN@SF 08/26/2026 03:45PM ET,SF,10.13
,,,,,,,,,,,,,,,SP,Blade Tidwell (43940287),Blade Tidwell,43940287,P,6500,CIN@SF 08/26/2026 03:45PM ET,SF,6.46
,,,,,,,,,,,,,,,OF,Oneil Cruz (43939988),Oneil Cruz,43939988,OF,6400,PIT@SD 08/26/2026 04:10PM ET,PIT,10.46
,,,,,,,,,,,,,,,RP,Colin Rea (43940288),Colin Rea,43940288,P,6300,CHC@ARI 08/26/2026 03:40PM ET,CHC,10.19
,,,,,,,,,,,,,,,SP,Logan Evans (43940289),Logan Evans,43940289,P,6300,PHI@SEA 08/26/2026 04:10PM ET,SEA,0
,,,,,,,,,,,,,,,RP,Cooper Criswell (43940290),Cooper Criswell,43940290,P,6300,PHI@SEA 08/26/2026 04:10PM ET,SEA,2.95
,,,,,,,,,,,,,,,1B,Kyle Schwarber (43939989),Kyle Schwarber,43939989,1B,6200,PHI@SEA 08/26/2026 04:10PM ET,PHI,9.08
,,,,,,,,,,,,,,,SP,Nick Lodolo (43939985),Nick Lodolo,43939985,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,9.4
,,,,,,,,,,,,,,,SP,Brandon Williamson (43940291),Brandon Williamson,43940291,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,6.93
,,,,,,,,,,,,,,,SP,Connor Phillips (43940292),Connor Phillips,43940292,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,2.28
,,,,,,,,,,,,,,,SP,Rhett Lowder (43940293),Rhett Lowder,43940293,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,9.05
,,,,,,,,,,,,,,,RP,Jose Franco (43940294),Jose Franco,43940294,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,3.88
,,,,,,,,,,,,,,,SP,Chase Petty (43940295),Chase Petty,43940295,P,6200,CIN@SF 08/26/2026 03:45PM ET,CIN,2.68
,,,,,,,,,,,,,,,SP,Grayson Rodriguez (43939986),Grayson Rodriguez,43939986,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,9.21
,,,,,,,,,,,,,,,SP,Yusei Kikuchi (43940296),Yusei Kikuchi,43940296,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,8.7
,,,,,,,,,,,,,,,RP,Mitch Farris (43940297),Mitch Farris,43940297,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,4.64
,,,,,,,,,,,,,,,RP,Brett Kerry (43940298),Brett Kerry,43940298,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,11.65
,,,,,,,,,,,,,,,SP,George Klassen (43940299),George Klassen,43940299,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,11.29
,,,,,,,,,,,,,,,RP,Ryan Johnson (43940300),Ryan Johnson,43940300,P,6000,CLE@LAA 08/26/2026 04:07PM ET,LAA,7.34
,,,,,,,,,,,,,,,OF,Fernando Tatis Jr. (43939990),Fernando Tatis Jr.,43939990,OF,6000,PIT@SD 08/26/2026 04:10PM ET,SD,8.99
,,,,,,,,,,,,,,,3B,Alex Bregman (43939991),Alex Bregman,43939991,3B,5900,CHC@ARI 08/26/2026 03:40PM ET,CHC,7.88
,,,,,,,,,,,,,,,RP,Aaron Civale (43940308),Aaron Civale,43940308,P,5800,CHC@ARI 08/26/2026 03:40PM ET,CHC,8.06
,,,,,,,,,,,,,,,SP,Jordan Wicks (43940309),Jordan Wicks,43940309,P,5800,CHC@ARI 08/26/2026 03:40PM ET,CHC,0.66
,,,,,,,,,,,,,,,RP,Ethan Roberts (43940310),Ethan Roberts,43940310,P,5800,CHC@ARI 08/26/2026 03:40PM ET,CHC,1.93
,,,,,,,,,,,,,,,SP,Braxton Garrett (43940311),Braxton Garrett,43940311,P,5800,CHC@ARI 08/26/2026 03:40PM ET,CHC,-1.62
,,,,,,,,,,,,,,,RP,Mike Clevinger (43940301),Mike Clevinger,43940301,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Antwone Kelly (43940302),Antwone Kelly,43940302,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,2.89
,,,,,,,,,,,,,,,RP,Wilber Dotel (43940303),Wilber Dotel,43940303,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,5.1
,,,,,,,,,,,,,,,RP,Thomas Harrington (43940304),Thomas Harrington,43940304,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,0
,,,,,,,,,,,,,,,RP,Hunter Barco (43940305),Hunter Barco,43940305,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,2.31
,,,,,,,,,,,,,,,RP,Carmen Mlodzinski (43940306),Carmen Mlodzinski,43940306,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,8.17
,,,,,,,,,,,,,,,RP,Lake Bachar (43940307),Lake Bachar,43940307,P,5800,PIT@SD 08/26/2026 04:10PM ET,PIT,4.6
,,,,,,,,,,,,,,,SS,Elly De La Cruz (43939992),Elly De La Cruz,43939992,SS,5800,CIN@SF 08/26/2026 03:45PM ET,CIN,9.3
,,,,,,,,,,,,,,,SP,Mitch Bratt (43940312),Mitch Bratt,43940312,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,7.94
,,,,,,,,,,,,,,,SP,Dylan Ray (43940313),Dylan Ray,43940313,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Gerardo Carrillo (43940314),Gerardo Carrillo,43940314,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,7.3
,,,,,,,,,,,,,,,SP,Cristian Mena (43940315),Cristian Mena,43940315,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Kohl Drake (43940316),Kohl Drake,43940316,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,6.52
,,,,,,,,,,,,,,,SP,Zac Gallen (43940317),Zac Gallen,43940317,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,6.44
,,,,,,,,,,,,,,,SP,Jose Cabrera (43940318),Jose Cabrera,43940318,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,6.09
,,,,,,,,,,,,,,,SP,Merrill Kelly (43940319),Merrill Kelly,43940319,P,5700,CHC@ARI 08/26/2026 03:40PM ET,ARI,9.55
,,,,,,,,,,,,,,,OF,Bryce Harper (43939993),Bryce Harper,43939993,OF,5700,PHI@SEA 08/26/2026 04:10PM ET,PHI,8.7
,,,,,,,,,,,,,,,OF,Corbin Carroll (43939994),Corbin Carroll,43939994,OF,5600,CHC@ARI 08/26/2026 03:40PM ET,ARI,8.92
,,,,,,,,,,,,,,,RP,Logan Allen (43940320),Logan Allen,43940320,P,5600,CLE@LAA 08/26/2026 04:07PM ET,CLE,6.75
,,,,,,,,,,,,,,,RP,Daniel Espino (43940321),Daniel Espino,43940321,P,5600,CLE@LAA 08/26/2026 04:07PM ET,CLE,4.35
,,,,,,,,,,,,,,,OF,Seiya Suzuki (43939995),Seiya Suzuki,43939995,OF,5500,CHC@ARI 08/26/2026 03:40PM ET,CHC,8.83
,,,,,,,,,,,,,,,SP,Kyle Hart (43940322),Kyle Hart,43940322,P,5500,PIT@SD 08/26/2026 04:10PM ET,SD,3.73
,,,,,,,,,,,,,,,RP,Jhony Brito (43940323),Jhony Brito,43940323,P,5500,PIT@SD 08/26/2026 04:10PM ET,SD,4.33
,,,,,,,,,,,,,,,SP,Carson Whisenhunt (43940324),Carson Whisenhunt,43940324,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,6.78
,,,,,,,,,,,,,,,SP,Miguel Mendez (43940325),Miguel Mendez,43940325,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,SP,Keaton Winn (43940326),Keaton Winn,43940326,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,2.42
,,,,,,,,,,,,,,,RP,Jose Butto (43940327),Jose Butto,43940327,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,-0.5
,,,,,,,,,,,,,,,RP,JT Brubaker (43940328),JT Brubaker,43940328,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,2.92
,,,,,,,,,,,,,,,RP,Tristan Beck (43940329),Tristan Beck,43940329,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,0.7
,,,,,,,,,,,,,,,RP,Dylan Smith (43940330),Dylan Smith,43940330,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,3.18
,,,,,,,,,,,,,,,RP,Carson Seymour (43940331),Carson Seymour,43940331,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,3.02
,,,,,,,,,,,,,,,RP,Hayden Birdsong (43940332),Hayden Birdsong,43940332,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,0
,,,,,,,,,,,,,,,SP,Adrian Houser (43940333),Adrian Houser,43940333,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,8.71
,,,,,,,,,,,,,,,RP,Matt Wilkinson (43940334),Matt Wilkinson,43940334,P,5500,CIN@SF 08/26/2026 03:45PM ET,SF,1.98
,,,,,,,,,,,,,,,2B,Brandon Lowe (43939996),Brandon Lowe,43939996,2B,5400,PIT@SD 08/26/2026 04:10PM ET,PIT,8.4
,,,,,,,,,,,,,,,1B/2B,Sal Stewart (43939997),Sal Stewart,43939997,1B/2B,5300,CIN@SF 08/26/2026 03:45PM ET,CIN,8.8
,,,,,,,,,,,,,,,3B,Jose Ramirez (43939999),Jose Ramirez,43939999,3B,5200,CLE@LAA 08/26/2026 04:07PM ET,CLE,8.54
,,,,,,,,,,,,,,,SP,Lenny Torres (43940335),Lenny Torres,43940335,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Moises Chace (43940336),Moises Chace,43940336,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Jackson Rutledge (43940337),Jackson Rutledge,43940337,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,-11.8
,,,,,,,,,,,,,,,SP,Alex McFarlane (43940338),Alex McFarlane,43940338,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,5.1
,,,,,,,,,,,,,,,SP,Andrew Painter (43940339),Andrew Painter,43940339,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,8.9
,,,,,,,,,,,,,,,RP,Alan Rangel (43940340),Alan Rangel,43940340,P,5100,PHI@SEA 08/26/2026 04:10PM ET,PHI,7.84
,,,,,,,,,,,,,,,OF,Mike Trout (43940000),Mike Trout,43940000,OF,5100,CLE@LAA 08/26/2026 04:07PM ET,LAA,8.45
,,,,,,,,,,,,,,,RP,Sammy Peralta (43940341),Sammy Peralta,43940341,P,5000,CLE@LAA 08/26/2026 04:07PM ET,LAA,3.75
,,,,,,,,,,,,,,,SP,Caden Dana (43940342),Caden Dana,43940342,P,5000,CLE@LAA 08/26/2026 04:07PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Sam Aldegheri (43940343),Sam Aldegheri,43940343,P,5000,CLE@LAA 08/26/2026 04:07PM ET,LAA,7.15
,,,,,,,,,,,,,,,SP,Jack Kochanowicz (43940344),Jack Kochanowicz,43940344,P,5000,CLE@LAA 08/26/2026 04:07PM ET,LAA,7.26
,,,,,,,,,,,,,,,3B,Manny Machado (43940001),Manny Machado,43940001,3B,5000,PIT@SD 08/26/2026 04:10PM ET,SD,7.18
,,,,,,,,,,,,,,,2B,Ketel Marte (43940137),Ketel Marte,43940137,2B,4900,CHC@ARI 08/26/2026 03:40PM ET,ARI,7.92
