Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5229808565,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,1. Column A lists all of your contest entries for this draftgroup
5229808591,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,2. Your current lineup is listed next to each entry (blank for reservations)
5229808592,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5229808593,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5229808594,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,5. For faster processing only include entries you are changing in the file you upload
5229808595,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,
5229808596,MLB $2K Solo Shot (Turbo),194370928,$1,Mark Manfredi (43931710),TJ Shook (43931703),Brian Navarreto (43931515),Deyvison De Los Santos (43931517),Hao-Yu Lee (43931481),Maximo Acosta (43931561),Ezequiel Tovar (43931511),Jarren Duran (43931456),Victor Mesa Jr. (43931526),Chandler Simpson (43931452),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Jack Flaherty (43931590),Jack Flaherty,43931590,P,7500,TB@DET 08/25/2026 06:40PM ET,DET,12.89
,,,,,,,,,,,,,,,SP,Justin Verlander (43931591),Justin Verlander,43931591,P,7500,TB@DET 08/25/2026 06:40PM ET,DET,-4.55
,,,,,,,,,,,,,,,SP,Andrew Alvarez (43931423),Andrew Alvarez,43931423,P,7000,COL@WSH 08/25/2026 06:45PM ET,WSH,10.87
,,,,,,,,,,,,,,,SP,Jackson Kent (43931592),Jackson Kent,43931592,P,7000,COL@WSH 08/25/2026 06:45PM ET,WSH,6.05
,,,,,,,,,,,,,,,SP,Jake Irvin (43931593),Jake Irvin,43931593,P,7000,COL@WSH 08/25/2026 06:45PM ET,WSH,10.39
,,,,,,,,,,,,,,,SP,Tyler Wells (43931597),Tyler Wells,43931597,P,6700,TB@DET 08/25/2026 06:40PM ET,TB,3.96
,,,,,,,,,,,,,,,SP,Freddy Peralta (43931598),Freddy Peralta,43931598,P,6700,TB@DET 08/25/2026 06:40PM ET,TB,11.69
,,,,,,,,,,,,,,,SP,Ryan Pepiot (43931599),Ryan Pepiot,43931599,P,6700,TB@DET 08/25/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Mason Englert (43931600),Mason Englert,43931600,P,6700,TB@DET 08/25/2026 06:40PM ET,TB,5.55
,,,,,,,,,,,,,,,SP,Patrick Sandoval (43931594),Patrick Sandoval,43931594,P,6700,BOS@MIA 08/25/2026 06:40PM ET,BOS,11.58
,,,,,,,,,,,,,,,SP,Tanner Houck (43931595),Tanner Houck,43931595,P,6700,BOS@MIA 08/25/2026 06:40PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (43931596),Kutter Crawford,43931596,P,6700,BOS@MIA 08/25/2026 06:40PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Brayan Bello (43931601),Brayan Bello,43931601,P,6700,BOS@MIA 08/25/2026 06:40PM ET,BOS,9.30
,,,,,,,,,,,,,,,3B,Junior Caminero (43931426),Junior Caminero,43931426,3B,6500,TB@DET 08/25/2026 06:40PM ET,TB,9.05
,,,,,,,,,,,,,,,SP,Keider Montero (43931604),Keider Montero,43931604,P,6500,TB@DET 08/25/2026 06:40PM ET,DET,12.39
,,,,,,,,,,,,,,,RP,Janson Junk (43931602),Janson Junk,43931602,P,6500,BOS@MIA 08/25/2026 06:40PM ET,MIA,10.97
,,,,,,,,,,,,,,,SP,Robby Snelling (43931603),Robby Snelling,43931603,P,6500,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.85
,,,,,,,,,,,,,,,SS,CJ Abrams (43931427),CJ Abrams,43931427,SS,6200,COL@WSH 08/25/2026 06:45PM ET,WSH,10.01
,,,,,,,,,,,,,,,SP,Kyle Freeland (43931424),Kyle Freeland,43931424,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,9.00
,,,,,,,,,,,,,,,OF,James Wood (43931519),James Wood,43931519,OF,6000,COL@WSH 08/25/2026 06:45PM ET,WSH,10.82
,,,,,,,,,,,,,,,SP,Luis Perales (43931605),Luis Perales,43931605,P,6000,COL@WSH 08/25/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Josiah Gray (43931606),Josiah Gray,43931606,P,6000,COL@WSH 08/25/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,DJ Herz (43931607),DJ Herz,43931607,P,6000,COL@WSH 08/25/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43931608),Tomoyuki Sugano,43931608,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,9.91
,,,,,,,,,,,,,,,SP,Chase Dollander (43931609),Chase Dollander,43931609,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,13.1
,,,,,,,,,,,,,,,SP,Pierson Ohl (43931610),Pierson Ohl,43931610,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Zach Agnos (43931611),Zach Agnos,43931611,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,3.05
,,,,,,,,,,,,,,,SP,Sean Sullivan (43931612),Sean Sullivan,43931612,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,1.89
,,,,,,,,,,,,,,,RP,Tanner Gordon (43931613),Tanner Gordon,43931613,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,7.38
,,,,,,,,,,,,,,,RP,Gabriel Hughes (43931614),Gabriel Hughes,43931614,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,7.56
,,,,,,,,,,,,,,,SP,Ryan Feltner (43931615),Ryan Feltner,43931615,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,7.86
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43931616),Michael Lorenzen,43931616,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,4.48
,,,,,,,,,,,,,,,RP,Jose Quintana (43931617),Jose Quintana,43931617,P,6000,COL@WSH 08/25/2026 06:45PM ET,COL,6.05
,,,,,,,,,,,,,,,SP,Steven Matz (43931618),Steven Matz,43931618,P,5700,TB@DET 08/25/2026 06:40PM ET,TB,4.94
,,,,,,,,,,,,,,,RP,Jesse Scholtens (43931619),Jesse Scholtens,43931619,P,5700,TB@DET 08/25/2026 06:40PM ET,TB,10.12
,,,,,,,,,,,,,,,RP,Cole Sulser (43931620),Cole Sulser,43931620,P,5700,TB@DET 08/25/2026 06:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Eduardo Rivera (43931621),Eduardo Rivera,43931621,P,5700,BOS@MIA 08/25/2026 06:40PM ET,BOS,5.02
,,,,,,,,,,,,,,,SP,Johan Oviedo (43931622),Johan Oviedo,43931622,P,5700,BOS@MIA 08/25/2026 06:40PM ET,BOS,1.45
,,,,,,,,,,,,,,,RP,Yilber Diaz (43931623),Yilber Diaz,43931623,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,-5.12
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43931626),Brenan Hanifee,43931626,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,1.08
,,,,,,,,,,,,,,,RP,Tyler Holton (43931628),Tyler Holton,43931628,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,2.64
,,,,,,,,,,,,,,,RP,Drew Anderson (43931631),Drew Anderson,43931631,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,5.49
,,,,,,,,,,,,,,,RP,Ty Madden (43931633),Ty Madden,43931633,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,6.78
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43931634),Sawyer Gipson-Long,43931634,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Burch Smith (43931635),Burch Smith,43931635,P,5500,TB@DET 08/25/2026 06:40PM ET,DET,3.94
,,,,,,,,,,,,,,,SP,Tyler Phillips (43931425),Tyler Phillips,43931425,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,7.42
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43931428),Wilyer Abreu,43931428,OF,5500,BOS@MIA 08/25/2026 06:40PM ET,BOS,8.24
,,,,,,,,,,,,,,,RP,Dax Fulton (43931624),Dax Fulton,43931624,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,5.02
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43931625),Pete Fairbanks,43931625,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,3.03
,,,,,,,,,,,,,,,RP,Cade Gibson (43931627),Cade Gibson,43931627,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,2.34
,,,,,,,,,,,,,,,RP,Ryan Gusto (43931629),Ryan Gusto,43931629,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,7.55
,,,,,,,,,,,,,,,SP,Adam Mazur (43931630),Adam Mazur,43931630,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Bradley Blalock (43931632),Bradley Blalock,43931632,P,5500,BOS@MIA 08/25/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,1B,Willson Contreras (43931429),Willson Contreras,43931429,1B,5300,BOS@MIA 08/25/2026 06:40PM ET,BOS,8.67
,,,,,,,,,,,,,,,C,Dillon Dingler (43931430),Dillon Dingler,43931430,C,5200,TB@DET 08/25/2026 06:40PM ET,DET,8.07
,,,,,,,,,,,,,,,C,Hunter Goodman (43931520),Hunter Goodman,43931520,C,5100,COL@WSH 08/25/2026 06:45PM ET,COL,8.78
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43931431),Kevin McGonigle,43931431,3B/SS,5100,TB@DET 08/25/2026 06:40PM ET,DET,8.50
,,,,,,,,,,,,,,,SP,Miles Mikolas (43931636),Miles Mikolas,43931636,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,5.63
,,,,,,,,,,,,,,,SP,Mitchell Parker (43931637),Mitchell Parker,43931637,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,3.42
,,,,,,,,,,,,,,,SP,Matt Waldron (43931638),Matt Waldron,43931638,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,3.58
,,,,,,,,,,,,,,,RP,Max Kranick (43931639),Max Kranick,43931639,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,0.70
,,,,,,,,,,,,,,,RP,Zak Kent (43931640),Zak Kent,43931640,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.92
,,,,,,,,,,,,,,,RP,Paxton Schultz (43931641),Paxton Schultz,43931641,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.29
,,,,,,,,,,,,,,,RP,Eddy Yean (43931642),Eddy Yean,43931642,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,3.67
,,,,,,,,,,,,,,,RP,Brad Lord (43931643),Brad Lord,43931643,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,5.63
,,,,,,,,,,,,,,,SP,Trevor Williams (43931644),Trevor Williams,43931644,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,7.38
,,,,,,,,,,,,,,,RP,Carson Palmquist (43931645),Carson Palmquist,43931645,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.78
,,,,,,,,,,,,,,,RP,Will Dion (43931646),Will Dion,43931646,P,5000,COL@WSH 08/25/2026 06:45PM ET,WSH,6.52
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43931433),Yandy Diaz,43931433,1B/3B,5000,TB@DET 08/25/2026 06:40PM ET,TB,8.42
,,,,,,,,,,,,,,,C,Eduardo Valencia (43931435),Eduardo Valencia,43931435,C,4900,TB@DET 08/25/2026 06:40PM ET,DET,7.91
,,,,,,,,,,,,,,,C,Liam Hicks (43931436),Liam Hicks,43931436,C,4800,TB@DET 08/25/2026 06:40PM ET,TB,7.66
,,,,,,,,,,,,,,,OF,Jake McCarthy (43931437),Jake McCarthy,43931437,OF,4700,COL@WSH 08/25/2026 06:45PM ET,COL,8.49
,,,,,,,,,,,,,,,OF,Mickey Moniak (43931438),Mickey Moniak,43931438,OF,4600,COL@WSH 08/25/2026 06:45PM ET,COL,7.64
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43931439),Jonathan Aranda,43931439,1B,4500,TB@DET 08/25/2026 06:40PM ET,TB,7.57
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43931440),Ceddanne Rafaela,43931440,OF,4500,BOS@MIA 08/25/2026 06:40PM ET,BOS,8.19
,,,,,,,,,,,,,,,SS,Otto Lopez (43931441),Otto Lopez,43931441,SS,4400,BOS@MIA 08/25/2026 06:40PM ET,MIA,8.51
,,,,,,,,,,,,,,,OF,Roman Anthony (43931521),Roman Anthony,43931521,OF,4400,BOS@MIA 08/25/2026 06:40PM ET,BOS,6.1
,,,,,,,,,,,,,,,OF/SS,Cole Carrigg (43931443),Cole Carrigg,43931443,SS/OF,4300,COL@WSH 08/25/2026 06:45PM ET,COL,7.87
,,,,,,,,,,,,,,,2B,Gleyber Torres (43931442),Gleyber Torres,43931442,2B,4300,TB@DET 08/25/2026 06:40PM ET,DET,7.48
,,,,,,,,,,,,,,,OF,Dylan Crews (43931446),Dylan Crews,43931446,OF,4200,COL@WSH 08/25/2026 06:45PM ET,WSH,6.53
,,,,,,,,,,,,,,,OF,Cedric Mullins (43931445),Cedric Mullins,43931445,OF,4200,TB@DET 08/25/2026 06:40PM ET,TB,6.22
,,,,,,,,,,,,,,,OF,Daylen Lile (43931448),Daylen Lile,43931448,OF,4100,COL@WSH 08/25/2026 06:45PM ET,WSH,7.40
,,,,,,,,,,,,,,,OF,Riley Greene (43931523),Riley Greene,43931523,OF,4100,TB@DET 08/25/2026 06:40PM ET,DET,7.59
,,,,,,,,,,,,,,,2B,Xavier Edwards (43931447),Xavier Edwards,43931447,2B,4100,BOS@MIA 08/25/2026 06:40PM ET,MIA,7.23
,,,,,,,,,,,,,,,1B,Kyle Stowers (43931522),Kyle Stowers,43931522,1B,4100,BOS@MIA 08/25/2026 06:40PM ET,MIA,7.61
,,,,,,,,,,,,,,,RP,RJ Petit (43931649),RJ Petit,43931649,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43931650),Eiberson Castellano,43931650,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,Blas Castano (43931653),Blas Castano,43931653,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43931654),McCade Brown,43931654,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Riley Cornelio (43931655),Riley Cornelio,43931655,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,4.26
,,,,,,,,,,,,,,,RP,PJ Poulin (43931660),PJ Poulin,43931660,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.72
,,,,,,,,,,,,,,,RP,Cole Henry (43931664),Cole Henry,43931664,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.87
,,,,,,,,,,,,,,,RP,Tom Cosgrove (43931665),Tom Cosgrove,43931665,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,1.64
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43931668),Brennan Bernardino,43931668,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.23
,,,,,,,,,,,,,,,RP,Nick Frasso (43931676),Nick Frasso,43931676,P,4000,COL@WSH 08/25/2026 06:45PM ET,COL,2.8
,,,,,,,,,,,,,,,RP,Jake Bird (43931681),Jake Bird,43931681,P,4000,COL@WSH 08/25/2026 06:45PM ET,WSH,2.03
