Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,,,,,SP,Joe Ryan (43939443),Joe Ryan,43939443,P,8200,MIN@ATH 08/26/2026 09:05PM ET,MIN,16.49
,,,,,,,,,,,,,,,SP,Mick Abel (43939444),Mick Abel,43939444,P,8200,MIN@ATH 08/26/2026 09:05PM ET,MIN,14.19
,,,,,,,,,,,,,,,SP,Jose Soriano (43939446),Jose Soriano,43939446,P,8000,KC@TOR 08/26/2026 07:07PM ET,TOR,16.29
,,,,,,,,,,,,,,,SP,Jose Berrios (43939448),Jose Berrios,43939448,P,8000,KC@TOR 08/26/2026 07:07PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Trey Yesavage (43939449),Trey Yesavage,43939449,P,8000,KC@TOR 08/26/2026 07:07PM ET,TOR,15.08
,,,,,,,,,,,,,,,RP,Spencer Strider (43939447),Spencer Strider,43939447,P,8000,LAD@ATL 08/26/2026 07:15PM ET,ATL,14.67
,,,,,,,,,,,,,,,RP,David Sandlin (43939453),David Sandlin,43939453,P,8000,TEX@CWS 08/26/2026 07:40PM ET,CWS,10.5
,,,,,,,,,,,,,,,SP,Luis Castillo (43939454),Luis Castillo,43939454,P,8000,TEX@CWS 08/26/2026 07:40PM ET,CWS,10.51
,,,,,,,,,,,,,,,SP,Kyle Bradish (43939077),Kyle Bradish,43939077,P,8000,BAL@STL 08/26/2026 07:45PM ET,BAL,14.52
,,,,,,,,,,,,,,,SP,Shane Baz (43939455),Shane Baz,43939455,P,8000,BAL@STL 08/26/2026 07:45PM ET,BAL,14.38
,,,,,,,,,,,,,,,SP,Trevor Rogers (43939456),Trevor Rogers,43939456,P,8000,BAL@STL 08/26/2026 07:45PM ET,BAL,14.18
,,,,,,,,,,,,,,,SP,Brandon Young (43939457),Brandon Young,43939457,P,8000,BAL@STL 08/26/2026 07:45PM ET,BAL,13.95
,,,,,,,,,,,,,,,SP,Zach Eflin (43939458),Zach Eflin,43939458,P,8000,BAL@STL 08/26/2026 07:45PM ET,BAL,16.65
,,,,,,,,,,,,,,,SP,Tylor Megill (43939445),Tylor Megill,43939445,P,8000,MIL@NYM 08/26/2026 07:10PM ET,NYM,0
,,,,,,,,,,,,,,,SP,Christian Scott (43939450),Christian Scott,43939450,P,8000,MIL@NYM 08/26/2026 07:10PM ET,NYM,15.2
,,,,,,,,,,,,,,,SP,Sean Manaea (43939451),Sean Manaea,43939451,P,8000,MIL@NYM 08/26/2026 07:10PM ET,NYM,10.93
,,,,,,,,,,,,,,,SP,Zac Thornton (43939452),Zac Thornton,43939452,P,8000,MIL@NYM 08/26/2026 07:10PM ET,NYM,14.32
,,,,,,,,,,,,,,,SP,Roki Sasaki (43939078),Roki Sasaki,43939078,P,7700,LAD@ATL 08/26/2026 07:15PM ET,LAD,13.7
,,,,,,,,,,,,,,,SP,Kris Bubic (43939459),Kris Bubic,43939459,P,7700,LAD@ATL 08/26/2026 07:15PM ET,LAD,15.94
,,,,,,,,,,,,,,,SP,Justin Wrobleski (43939461),Justin Wrobleski,43939461,P,7700,LAD@ATL 08/26/2026 07:15PM ET,LAD,16.28
,,,,,,,,,,,,,,,SP,Brandon Walter (43939460),Brandon Walter,43939460,P,7700,HOU@NYY 08/26/2026 07:05PM ET,HOU,0
,,,,,,,,,,,,,,,SP,Randy Dobnak (43939079),Randy Dobnak,43939079,P,7500,KC@TOR 08/26/2026 07:07PM ET,KC,12.71
,,,,,,,,,,,,,,,SP,Noah Cameron (43939466),Noah Cameron,43939466,P,7500,KC@TOR 08/26/2026 07:07PM ET,KC,15.25
,,,,,,,,,,,,,,,RP,Andre Pallante (43939464),Andre Pallante,43939464,P,7500,BAL@STL 08/26/2026 07:45PM ET,STL,13.85
,,,,,,,,,,,,,,,RP,Kyle Leahy (43939465),Kyle Leahy,43939465,P,7500,BAL@STL 08/26/2026 07:45PM ET,STL,14.59
,,,,,,,,,,,,,,,SP,Clarke Schmidt (43939462),Clarke Schmidt,43939462,P,7500,HOU@NYY 08/26/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,SP,Will Warren (43939463),Will Warren,43939463,P,7500,HOU@NYY 08/26/2026 07:05PM ET,NYY,12.9
,,,,,,,,,,,,,,,RP,Cody Bradford (43939467),Cody Bradford,43939467,P,7300,TEX@CWS 08/26/2026 07:40PM ET,TEX,10.12
,,,,,,,,,,,,,,,SP,Jack Leiter (43939468),Jack Leiter,43939468,P,7300,TEX@CWS 08/26/2026 07:40PM ET,TEX,12.71
,,,,,,,,,,,,,,,SP,Dustin May (43939080),Dustin May,43939080,P,7300,MIL@NYM 08/26/2026 07:10PM ET,MIL,13.17
,,,,,,,,,,,,,,,SP,Brandon Sproat (43939469),Brandon Sproat,43939469,P,7300,MIL@NYM 08/26/2026 07:10PM ET,MIL,10.87
,,,,,,,,,,,,,,,SP,Robert Gasser (43939470),Robert Gasser,43939470,P,7300,MIL@NYM 08/26/2026 07:10PM ET,MIL,12.2
,,,,,,,,,,,,,,,SP,Chad Patrick (43939471),Chad Patrick,43939471,P,7300,MIL@NYM 08/26/2026 07:10PM ET,MIL,5.81
,,,,,,,,,,,,,,,RP,Shane Drohan (43939472),Shane Drohan,43939472,P,7300,MIL@NYM 08/26/2026 07:10PM ET,MIL,11.37
,,,,,,,,,,,,,,,SP,Pablo Lopez (43939473),Pablo Lopez,43939473,P,7200,MIN@ATH 08/26/2026 09:05PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Dean Kremer (43939474),Dean Kremer,43939474,P,7200,MIN@ATH 08/26/2026 09:05PM ET,MIN,13.33
,,,,,,,,,,,,,,,SP,Shane Bieber (43939081),Shane Bieber,43939081,P,7000,KC@TOR 08/26/2026 07:07PM ET,TOR,11.75
,,,,,,,,,,,,,,,SP,Spencer Arrighetti (43939475),Spencer Arrighetti,43939475,P,7000,KC@TOR 08/26/2026 07:07PM ET,TOR,13.18
,,,,,,,,,,,,,,,SP,Tyler Mahle (43939476),Tyler Mahle,43939476,P,7000,LAD@ATL 08/26/2026 07:15PM ET,ATL,13.58
,,,,,,,,,,,,,,,RP,Reynaldo Lopez (43939477),Reynaldo Lopez,43939477,P,7000,LAD@ATL 08/26/2026 07:15PM ET,ATL,8.04
,,,,,,,,,,,,,,,SP,Bryce Elder (43939478),Bryce Elder,43939478,P,7000,LAD@ATL 08/26/2026 07:15PM ET,ATL,14.27
,,,,,,,,,,,,,,,RP,Martin Perez (43939479),Martin Perez,43939479,P,7000,LAD@ATL 08/26/2026 07:15PM ET,ATL,11.85
,,,,,,,,,,,,,,,SP,Davis Martin (43939480),Davis Martin,43939480,P,7000,TEX@CWS 08/26/2026 07:40PM ET,CWS,13.09
,,,,,,,,,,,,,,,RP,Shane Smith (43939481),Shane Smith,43939481,P,7000,TEX@CWS 08/26/2026 07:40PM ET,CWS,2.52
,,,,,,,,,,,,,,,RP,Anthony Kay (43939482),Anthony Kay,43939482,P,7000,TEX@CWS 08/26/2026 07:40PM ET,CWS,11.39
,,,,,,,,,,,,,,,SP,Erick Fedde (43939483),Erick Fedde,43939483,P,7000,TEX@CWS 08/26/2026 07:40PM ET,CWS,8.86
,,,,,,,,,,,,,,,SP,J.T. Ginn (43939082),J.T. Ginn,43939082,P,6800,MIN@ATH 08/26/2026 09:05PM ET,ATH,13.71
,,,,,,,,,,,,,,,SP,Gage Jump (43939484),Gage Jump,43939484,P,6800,MIN@ATH 08/26/2026 09:05PM ET,ATH,14.44
,,,,,,,,,,,,,,,SP,Luis Morales (43939485),Luis Morales,43939485,P,6800,MIN@ATH 08/26/2026 09:05PM ET,ATH,-2.24
,,,,,,,,,,,,,,,SP,Luis Severino (43939486),Luis Severino,43939486,P,6800,MIN@ATH 08/26/2026 09:05PM ET,ATH,13.72
,,,,,,,,,,,,,,,RP,Jacob Lopez (43939487),Jacob Lopez,43939487,P,6800,MIN@ATH 08/26/2026 09:05PM ET,ATH,10.59
,,,,,,,,,,,,,,,SP,Emmet Sheehan (43939488),Emmet Sheehan,43939488,P,6700,LAD@ATL 08/26/2026 07:15PM ET,LAD,12.8
,,,,,,,,,,,,,,,RP,Eric Lauer (43939490),Eric Lauer,43939490,P,6700,LAD@ATL 08/26/2026 07:15PM ET,LAD,10.64
,,,,,,,,,,,,,,,SP,Cristian Javier (43939489),Cristian Javier,43939489,P,6700,HOU@NYY 08/26/2026 07:05PM ET,HOU,5.95
,,,,,,,,,,,,,,,SP,Tatsuya Imai (43939491),Tatsuya Imai,43939491,P,6700,HOU@NYY 08/26/2026 07:05PM ET,HOU,11.14
,,,,,,,,,,,,,,,SP,Ronel Blanco (43939492),Ronel Blanco,43939492,P,6700,HOU@NYY 08/26/2026 07:05PM ET,HOU,6.3
,,,,,,,,,,,,,,,RP,Hayden Wesneski (43939493),Hayden Wesneski,43939493,P,6700,HOU@NYY 08/26/2026 07:05PM ET,HOU,14.25
,,,,,,,,,,,,,,,RP,Jason Alexander (43939494),Jason Alexander,43939494,P,6700,HOU@NYY 08/26/2026 07:05PM ET,HOU,4.31
,,,,,,,,,,,,,,,OF,Yordan Alvarez (43939087),Yordan Alvarez,43939087,OF,6600,HOU@NYY 08/26/2026 07:05PM ET,HOU,10.21
,,,,,,,,,,,,,,,RP,Mason Black (43939495),Mason Black,43939495,P,6500,KC@TOR 08/26/2026 07:07PM ET,KC,2.71
,,,,,,,,,,,,,,,RP,Seth Lugo (43939496),Seth Lugo,43939496,P,6500,KC@TOR 08/26/2026 07:07PM ET,KC,11.53
,,,,,,,,,,,,,,,RP,Ryan Bergert (43939497),Ryan Bergert,43939497,P,6500,KC@TOR 08/26/2026 07:07PM ET,KC,0
,,,,,,,,,,,,,,,SP,Tony Gonsolin (43939498),Tony Gonsolin,43939498,P,6500,KC@TOR 08/26/2026 07:07PM ET,KC,0
,,,,,,,,,,,,,,,RP,Stephen Kolek (43939499),Stephen Kolek,43939499,P,6500,KC@TOR 08/26/2026 07:07PM ET,KC,11.51
,,,,,,,,,,,,,,,1B/OF,Shohei Ohtani (43939088),Shohei Ohtani,43939088,1B/OF,6500,LAD@ATL 08/26/2026 07:15PM ET,LAD,9.68
,,,,,,,,,,,,,,,SP,Michael McGreevy (43939083),Michael McGreevy,43939083,P,6500,BAL@STL 08/26/2026 07:45PM ET,STL,12.46
,,,,,,,,,,,,,,,RP,Matthew Liberatore (43939500),Matthew Liberatore,43939500,P,6500,BAL@STL 08/26/2026 07:45PM ET,STL,11.61
,,,,,,,,,,,,,,,SP,Quinn Mathews (43939501),Quinn Mathews,43939501,P,6500,BAL@STL 08/26/2026 07:45PM ET,STL,7.5
,,,,,,,,,,,,,,,SP,Hunter Dobbins (43939502),Hunter Dobbins,43939502,P,6500,BAL@STL 08/26/2026 07:45PM ET,STL,13.5
,,,,,,,,,,,,,,,SP,Richard Fitts (43939503),Richard Fitts,43939503,P,6500,BAL@STL 08/26/2026 07:45PM ET,STL,0
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (43939090),Bobby Witt Jr.,43939090,SS,6300,KC@TOR 08/26/2026 07:07PM ET,KC,9.45
,,,,,,,,,,,,,,,SP,Leandro Lopez (43939504),Leandro Lopez,43939504,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,0
,,,,,,,,,,,,,,,SP,David Davalillo (43939505),David Davalillo,43939505,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jose Corniell (43939506),Jose Corniell,43939506,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,-5.62
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43939507),Jordan Montgomery,43939507,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,4.07
,,,,,,,,,,,,,,,RP,Tyler Alexander (43939508),Tyler Alexander,43939508,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,2.57
,,,,,,,,,,,,,,,RP,Chase Silseth (43939509),Chase Silseth,43939509,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,2.89
,,,,,,,,,,,,,,,SP,Kumar Rocker (43939510),Kumar Rocker,43939510,P,6300,TEX@CWS 08/26/2026 07:40PM ET,TEX,12.26
,,,,,,,,,,,,,,,SP,Connor Prielipp (43939084),Connor Prielipp,43939084,P,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,12.62
,,,,,,,,,,,,,,,OF,Byron Buxton (43939091),Byron Buxton,43939091,OF,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,8.89
,,,,,,,,,,,,,,,SP,Zebby Matthews (43939511),Zebby Matthews,43939511,P,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,13.62
,,,,,,,,,,,,,,,RP,Kendry Rojas (43939512),Kendry Rojas,43939512,P,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,7.43
,,,,,,,,,,,,,,,SP,Bailey Ober (43939513),Bailey Ober,43939513,P,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,11.7
,,,,,,,,,,,,,,,SP,David Festa (43939514),David Festa,43939514,P,6200,MIN@ATH 08/26/2026 09:05PM ET,MIN,0
,,,,,,,,,,,,,,,SP,Cody Ponce (43939519),Cody Ponce,43939519,P,6000,KC@TOR 08/26/2026 07:07PM ET,TOR,8.05
,,,,,,,,,,,,,,,SP,Patrick Corbin (43939520),Patrick Corbin,43939520,P,6000,KC@TOR 08/26/2026 07:07PM ET,TOR,7.5
,,,,,,,,,,,,,,,RP,Jameson Taillon (43939521),Jameson Taillon,43939521,P,6000,KC@TOR 08/26/2026 07:07PM ET,TOR,10.05
,,,,,,,,,,,,,,,SP,Max Scherzer (43939522),Max Scherzer,43939522,P,6000,KC@TOR 08/26/2026 07:07PM ET,TOR,5.31
,,,,,,,,,,,,,,,SP,AJ Smith-Shawver (43939085),AJ Smith-Shawver,43939085,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,6.55
,,,,,,,,,,,,,,,RP,Owen Murphy (43939515),Owen Murphy,43939515,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,5.2
,,,,,,,,,,,,,,,RP,Grant Holmes (43939516),Grant Holmes,43939516,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,12.43
,,,,,,,,,,,,,,,SP,JR Ritchie (43939517),JR Ritchie,43939517,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,9.08
,,,,,,,,,,,,,,,SP,Hurston Waldrep (43939518),Hurston Waldrep,43939518,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,2.33
,,,,,,,,,,,,,,,RP,Joey Wentz (43939523),Joey Wentz,43939523,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,,RP,Victor Mederos (43939524),Victor Mederos,43939524,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,3.96
,,,,,,,,,,,,,,,RP,Didier Fuentes (43939525),Didier Fuentes,43939525,P,6000,LAD@ATL 08/26/2026 07:15PM ET,ATL,4.82
,,,,,,,,,,,,,,,RP,Keegan Akin (43939526),Keegan Akin,43939526,P,6000,BAL@STL 08/26/2026 07:45PM ET,BAL,1.53
,,,,,,,,,,,,,,,SP,Chris Bassitt (43939527),Chris Bassitt,43939527,P,6000,BAL@STL 08/26/2026 07:45PM ET,BAL,9.07
,,,,,,,,,,,,,,,SP,Cade Povich (43939528),Cade Povich,43939528,P,6000,BAL@STL 08/26/2026 07:45PM ET,BAL,10.19
,,,,,,,,,,,,,,,SP,Trey Gibson (43939529),Trey Gibson,43939529,P,6000,BAL@STL 08/26/2026 07:45PM ET,BAL,5.73
,,,,,,,,,,,,,,,1B/C,Ben Rice (43939092),Ben Rice,43939092,C/1B,6000,HOU@NYY 08/26/2026 07:05PM ET,NYY,8.91
,,,,,,,,,,,,,,,OF,Ronald Acuna Jr. (43939094),Ronald Acuna Jr.,43939094,OF,5900,LAD@ATL 08/26/2026 07:15PM ET,ATL,8.42
,,,,,,,,,,,,,,,OF,Jackson Chourio (43939095),Jackson Chourio,43939095,OF,5800,MIL@NYM 08/26/2026 07:10PM ET,MIL,8.85
,,,,,,,,,,,,,,,SP,Gavin Stone (43939533),Gavin Stone,43939533,P,5700,LAD@ATL 08/26/2026 07:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Bobby Miller (43939534),Bobby Miller,43939534,P,5700,LAD@ATL 08/26/2026 07:15PM ET,LAD,0
,,,,,,,,,,,,,,,SP,Landon Knack (43939535),Landon Knack,43939535,P,5700,LAD@ATL 08/26/2026 07:15PM ET,LAD,4.22
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43939097),Munetaka Murakami,43939097,1B,5700,TEX@CWS 08/26/2026 07:40PM ET,CWS,8.94
