P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,SP,Jonathan Cannon (43712008),Jonathan Cannon,43712008,P,7200,NYY@CWS 07/30/2026 02:10PM ET,CWS,-3.8
,,,,,,,,,,,RP,Shane Smith (43712009),Shane Smith,43712009,P,7200,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.52
,,,,,,,,,,,SP,Kumar Rocker (43712010),Kumar Rocker,43712010,P,7000,TEX@TB 07/30/2026 12:10PM ET,TEX,13
,,,,,,,,,,,SP,Jack Leiter (43712011),Jack Leiter,43712011,P,7000,TEX@TB 07/30/2026 12:10PM ET,TEX,12.71
,,,,,,,,,,,RP,Jacob Latz (43712012),Jacob Latz,43712012,P,7000,TEX@TB 07/30/2026 12:10PM ET,TEX,4.67
,,,,,,,,,,,SP,Bailey Ober (43711794),Bailey Ober,43711794,P,6900,KC@MIN 07/30/2026 01:40PM ET,MIN,12.76
,,,,,,,,,,,RP,Jack Anderson (43712013),Jack Anderson,43712013,P,6900,KC@MIN 07/30/2026 01:40PM ET,MIN,5.99
,,,,,,,,,,,SP,David Festa (43712014),David Festa,43712014,P,6900,KC@MIN 07/30/2026 01:40PM ET,MIN,0
,,,,,,,,,,,RP,Paul Blackburn (43712015),Paul Blackburn,43712015,P,6700,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.40
,,,,,,,,,,,RP,Ryan Yarbrough (43712016),Ryan Yarbrough,43712016,P,6700,NYY@CWS 07/30/2026 02:10PM ET,NYY,3.14
,,,,,,,,,,,SP,Luis Gil (43712017),Luis Gil,43712017,P,6700,NYY@CWS 07/30/2026 02:10PM ET,NYY,5.52
,,,,,,,,,,,SP,Elmer Rodriguez (43712018),Elmer Rodriguez,43712018,P,6700,NYY@CWS 07/30/2026 02:10PM ET,NYY,5.11
,,,,,,,,,,,SP,Ryan Pepiot (43712019),Ryan Pepiot,43712019,P,6500,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,RP,Mason Englert (43712020),Mason Englert,43712020,P,6500,TEX@TB 07/30/2026 12:10PM ET,TB,5.55
,,,,,,,,,,,SP,Noah Cameron (43711795),Noah Cameron,43711795,P,6500,KC@MIN 07/30/2026 01:40PM ET,KC,12.59
,,,,,,,,,,,RP,Seth Lugo (43712021),Seth Lugo,43712021,P,6500,KC@MIN 07/30/2026 01:40PM ET,KC,12.06
,,,,,,,,,,,RP,Stephen Kolek (43712022),Stephen Kolek,43712022,P,6500,KC@MIN 07/30/2026 01:40PM ET,KC,11.51
,,,,,,,,,,,RP,Randy Dobnak (43712023),Randy Dobnak,43712023,P,6500,KC@MIN 07/30/2026 01:40PM ET,KC,13.18
,,,,,,,,,,,OF,Pete Crow-Armstrong (43711796),Pete Crow-Armstrong,43711796,OF,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,10.26
,,,,,,,,,,,RP,Aaron Civale (43712024),Aaron Civale,43712024,P,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,8.29
,,,,,,,,,,,SP,Jordan Wicks (43712025),Jordan Wicks,43712025,P,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,0.66
,,,,,,,,,,,RP,Ethan Roberts (43712026),Ethan Roberts,43712026,P,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,1.93
,,,,,,,,,,,RP,Colin Rea (43712027),Colin Rea,43712027,P,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,10.70
,,,,,,,,,,,SP,David Peterson (43712028),David Peterson,43712028,P,6500,CHC@STL 07/30/2026 02:15PM ET,CHC,8.61
,,,,,,,,,,,RP,Matthew Liberatore (43712029),Matthew Liberatore,43712029,P,6300,CHC@STL 07/30/2026 02:15PM ET,STL,11.08
,,,,,,,,,,,SP,Hunter Dobbins (43712030),Hunter Dobbins,43712030,P,6300,CHC@STL 07/30/2026 02:15PM ET,STL,13.25
,,,,,,,,,,,RP,Jose Urquidy (43712031),Jose Urquidy,43712031,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,0.81
,,,,,,,,,,,RP,Trevor Richards (43712032),Trevor Richards,43712032,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,4.32
,,,,,,,,,,,RP,Grant Taylor (43712033),Grant Taylor,43712033,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,5.64
,,,,,,,,,,,RP,Mike Vasil (43712034),Mike Vasil,43712034,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,RP,Joe Rock (43712035),Joe Rock,43712035,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,6.21
,,,,,,,,,,,SP,Noah Schultz (43712036),Noah Schultz,43712036,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,9.02
,,,,,,,,,,,RP,Anthony Kay (43712037),Anthony Kay,43712037,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,10.85
,,,,,,,,,,,RP,Osvaldo Bido (43712038),Osvaldo Bido,43712038,P,6200,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.6
,,,,,,,,,,,3B,Junior Caminero (43711797),Junior Caminero,43711797,3B,6000,TEX@TB 07/30/2026 12:10PM ET,TB,9.09
,,,,,,,,,,,OF,Aaron Judge (43711916),Aaron Judge,43711916,OF,6000,NYY@CWS 07/30/2026 02:10PM ET,NYY,9.71
,,,,,,,,,,,OF,Byron Buxton (43711798),Byron Buxton,43711798,OF,5900,KC@MIN 07/30/2026 01:40PM ET,MIN,9.39
,,,,,,,,,,,RP,Yoendrys Gomez (43712039),Yoendrys Gomez,43712039,P,5900,KC@MIN 07/30/2026 01:40PM ET,MIN,2.87
,,,,,,,,,,,RP,Kendry Rojas (43712040),Kendry Rojas,43712040,P,5900,KC@MIN 07/30/2026 01:40PM ET,MIN,8.43
,,,,,,,,,,,RP,Marco Raya (43712041),Marco Raya,43712041,P,5900,KC@MIN 07/30/2026 01:40PM ET,MIN,4.23
,,,,,,,,,,,RP,Mike Paredes (43712042),Mike Paredes,43712042,P,5900,KC@MIN 07/30/2026 01:40PM ET,MIN,5.34
,,,,,,,,,,,SS,Bobby Witt Jr. (43711917),Bobby Witt Jr.,43711917,SS,5800,KC@MIN 07/30/2026 01:40PM ET,KC,9.18
,,,,,,,,,,,1B,Ben Rice (43711799),Ben Rice,43711799,1B,5700,NYY@CWS 07/30/2026 02:10PM ET,NYY,9.60
,,,,,,,,,,,SP,Erick Fedde (43712043),Erick Fedde,43712043,P,5700,NYY@CWS 07/30/2026 02:10PM ET,CWS,9.50
,,,,,,,,,,,1B,Munetaka Murakami (43711800),Munetaka Murakami,43711800,1B,5600,NYY@CWS 07/30/2026 02:10PM ET,CWS,9.65
,,,,,,,,,,,RP,Steven Wilson (43712044),Steven Wilson,43712044,P,5500,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,SP,Steven Matz (43712045),Steven Matz,43712045,P,5500,TEX@TB 07/30/2026 12:10PM ET,TB,6.17
,,,,,,,,,,,RP,Jesse Scholtens (43712046),Jesse Scholtens,43712046,P,5500,TEX@TB 07/30/2026 12:10PM ET,TB,11.42
,,,,,,,,,,,SP,Leandro Lopez (43712054),Leandro Lopez,43712054,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,0
,,,,,,,,,,,RP,Cody Bradford (43712055),Cody Bradford,43712055,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,0
,,,,,,,,,,,SP,Marco Gonzales (43712056),Marco Gonzales,43712056,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,8.35
,,,,,,,,,,,SP,Jordan Montgomery (43712057),Jordan Montgomery,43712057,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,0
,,,,,,,,,,,SP,David Davalillo (43712058),David Davalillo,43712058,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,0
,,,,,,,,,,,SP,Jose Corniell (43712059),Jose Corniell,43712059,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,-5.62
,,,,,,,,,,,RP,Cal Quantrill (43712060),Cal Quantrill,43712060,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,5.87
,,,,,,,,,,,RP,Tyler Alexander (43712061),Tyler Alexander,43712061,P,5500,TEX@TB 07/30/2026 12:10PM ET,TEX,2.45
,,,,,,,,,,,SP,Ben Kudrna (43712047),Ben Kudrna,43712047,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,SP,Alec Marsh (43712048),Alec Marsh,43712048,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,RP,Daniel Lynch IV (43712049),Daniel Lynch IV,43712049,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,3.09
,,,,,,,,,,,RP,Ryan Bergert (43712050),Ryan Bergert,43712050,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,0
,,,,,,,,,,,RP,Luinder Avila (43712051),Luinder Avila,43712051,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,7.64
,,,,,,,,,,,RP,Mitch Spence (43712052),Mitch Spence,43712052,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,-9.27
,,,,,,,,,,,RP,Mason Black (43712053),Mason Black,43712053,P,5500,KC@MIN 07/30/2026 01:40PM ET,KC,3.10
,,,,,,,,,,,OF,Jordan Walker (43711801),Jordan Walker,43711801,OF,5500,CHC@STL 07/30/2026 02:15PM ET,STL,9.29
,,,,,,,,,,,C,Ryan Jeffers (43711802),Ryan Jeffers,43711802,C,5400,KC@MIN 07/30/2026 01:40PM ET,MIN,8.79
,,,,,,,,,,,3B,Miguel Vargas (43711803),Miguel Vargas,43711803,3B,5300,NYY@CWS 07/30/2026 02:10PM ET,CWS,8.97
,,,,,,,,,,,SP,Tink Hence (43712062),Tink Hence,43712062,P,5300,CHC@STL 07/30/2026 02:15PM ET,STL,0
,,,,,,,,,,,SP,Tekoah Roby (43712063),Tekoah Roby,43712063,P,5300,CHC@STL 07/30/2026 02:15PM ET,STL,0
,,,,,,,,,,,SP,Brycen Mautz (43712064),Brycen Mautz,43712064,P,5300,CHC@STL 07/30/2026 02:15PM ET,STL,3.15
,,,,,,,,,,,SP,Bruce Zimmermann (43712065),Bruce Zimmermann,43712065,P,5300,CHC@STL 07/30/2026 02:15PM ET,STL,5.05
,,,,,,,,,,,SP,Richard Fitts (43712066),Richard Fitts,43712066,P,5300,CHC@STL 07/30/2026 02:15PM ET,STL,0
,,,,,,,,,,,2B,JJ Wetherholt (43711804),JJ Wetherholt,43711804,2B,5200,CHC@STL 07/30/2026 02:15PM ET,STL,7.97
,,,,,,,,,,,OF,Seiya Suzuki (43711805),Seiya Suzuki,43711805,OF,5100,CHC@STL 07/30/2026 02:15PM ET,CHC,8.59
,,,,,,,,,,,1B/3B,Yandy Diaz (43711806),Yandy Diaz,43711806,1B/3B,5000,TEX@TB 07/30/2026 12:10PM ET,TB,8.35
,,,,,,,,,,,2B/OF,Kody Clemens (43711808),Kody Clemens,43711808,2B/OF,4900,KC@MIN 07/30/2026 01:40PM ET,MIN,7.68
,,,,,,,,,,,OF,Cody Bellinger (43711918),Cody Bellinger,43711918,OF,4800,NYY@CWS 07/30/2026 02:10PM ET,NYY,7.79
,,,,,,,,,,,1B,Alec Burleson (43711810),Alec Burleson,43711810,1B,4800,CHC@STL 07/30/2026 02:15PM ET,STL,8.06
,,,,,,,,,,,SS,Colson Montgomery (43711811),Colson Montgomery,43711811,SS,4700,NYY@CWS 07/30/2026 02:10PM ET,CWS,7.58
,,,,,,,,,,,OF,Wyatt Langford (43711812),Wyatt Langford,43711812,OF,4600,TEX@TB 07/30/2026 12:10PM ET,TEX,8.86
,,,,,,,,,,,2B,Jazz Chisholm Jr. (43711814),Jazz Chisholm Jr.,43711814,2B,4500,NYY@CWS 07/30/2026 02:10PM ET,NYY,8.09
,,,,,,,,,,,1B,Michael Busch (43711813),Michael Busch,43711813,1B,4500,CHC@STL 07/30/2026 02:15PM ET,CHC,7.48
,,,,,,,,,,,OF,Sam Antonacci (43711815),Sam Antonacci,43711815,OF,4400,NYY@CWS 07/30/2026 02:10PM ET,CWS,7.84
,,,,,,,,,,,OF,Giancarlo Stanton (43711919),Giancarlo Stanton,43711919,OF,4400,NYY@CWS 07/30/2026 02:10PM ET,NYY,6.79
,,,,,,,,,,,C,Carter Jensen (43711816),Carter Jensen,43711816,C,4400,KC@MIN 07/30/2026 01:40PM ET,KC,6.66
,,,,,,,,,,,3B,Alex Bregman (43711817),Alex Bregman,43711817,3B,4400,CHC@STL 07/30/2026 02:15PM ET,CHC,7.21
,,,,,,,,,,,OF,Ian Happ (43711818),Ian Happ,43711818,OF,4300,CHC@STL 07/30/2026 02:15PM ET,CHC,7.71
,,,,,,,,,,,SS,Corey Seager (43711922),Corey Seager,43711922,SS,4200,TEX@TB 07/30/2026 12:10PM ET,TEX,6.96
,,,,,,,,,,,OF,Jac Caglianone (43711820),Jac Caglianone,43711820,OF,4200,KC@MIN 07/30/2026 01:40PM ET,KC,6.68
,,,,,,,,,,,3B/SS,Maikel Garcia (43711920),Maikel Garcia,43711920,3B/SS,4200,KC@MIN 07/30/2026 01:40PM ET,KC,6.84
,,,,,,,,,,,SS,Dansby Swanson (43711819),Dansby Swanson,43711819,SS,4200,CHC@STL 07/30/2026 02:15PM ET,CHC,7.69
,,,,,,,,,,,1B,Paul Goldschmidt (43711822),Paul Goldschmidt,43711822,1B,4100,NYY@CWS 07/30/2026 02:10PM ET,NYY,7.24
,,,,,,,,,,,OF,Trevor Larnach (43711821),Trevor Larnach,43711821,OF,4100,KC@MIN 07/30/2026 01:40PM ET,MIN,6.76
,,,,,,,,,,,1B,Jonathan Aranda (43711825),Jonathan Aranda,43711825,1B,4000,TEX@TB 07/30/2026 12:10PM ET,TB,7.81
,,,,,,,,,,,3B,Josh Jung (43711923),Josh Jung,43711923,3B,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,7.29
,,,,,,,,,,,RP,Alex Cook (43712067),Alex Cook,43712067,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,RP,Jon Heasley (43712076),Jon Heasley,43712076,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,-1.8
,,,,,,,,,,,RP,Michael Grove (43712083),Michael Grove,43712083,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,18.15
,,,,,,,,,,,RP,Winston Santos (43712085),Winston Santos,43712085,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,0.7
,,,,,,,,,,,RP,Gavin Collyer (43712091),Gavin Collyer,43712091,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.16
,,,,,,,,,,,RP,Robert Garcia (43712095),Robert Garcia,43712095,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,1.87
,,,,,,,,,,,RP,Emiliano Teodo (43712096),Emiliano Teodo,43712096,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,-1.25
,,,,,,,,,,,RP,Ben Peoples (43712109),Ben Peoples,43712109,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.18
,,,,,,,,,,,RP,Casey Legumina (43712111),Casey Legumina,43712111,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,2.71
,,,,,,,,,,,RP,Luis Curvelo (43712112),Luis Curvelo,43712112,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,0.39
,,,,,,,,,,,RP,Carter Baumler (43712125),Carter Baumler,43712125,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,3.54
,,,,,,,,,,,RP,Jalen Beeks (43712126),Jalen Beeks,43712126,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.24
,,,,,,,,,,,RP,Chase Solesky (43712127),Chase Solesky,43712127,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,6.55
,,,,,,,,,,,RP,Cole Winn (43712133),Cole Winn,43712133,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.41
,,,,,,,,,,,RP,Edwin Uceta (43712140),Edwin Uceta,43712140,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,RP,Hunter Bigge (43712143),Hunter Bigge,43712143,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,1.59
,,,,,,,,,,,RP,Craig Kimbrel (43712145),Craig Kimbrel,43712145,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,2.41
,,,,,,,,,,,RP,Jakob Junis (43712148),Jakob Junis,43712148,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,2.84
,,,,,,,,,,,RP,Chris Roycroft (43712149),Chris Roycroft,43712149,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,1.06
,,,,,,,,,,,RP,Garrett Cleavinger (43712150),Garrett Cleavinger,43712150,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,3.26
,,,,,,,,,,,RP,Kevin Kelly (43712151),Kevin Kelly,43712151,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,3.59
,,,,,,,,,,,RP,Peyton Gray (43712156),Peyton Gray,43712156,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,3.98
,,,,,,,,,,,RP,Manuel Rodriguez (43712160),Manuel Rodriguez,43712160,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,0
,,,,,,,,,,,RP,Trevor Martin (43712164),Trevor Martin,43712164,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,2.92
,,,,,,,,,,,RP,Bryan Baker (43712170),Bryan Baker,43712170,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,3.43
,,,,,,,,,,,RP,Chris Martin (43712175),Chris Martin,43712175,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,0.54
,,,,,,,,,,,RP,Robby Ahlstrom (43712176),Robby Ahlstrom,43712176,P,4000,TEX@TB 07/30/2026 12:10PM ET,TEX,1.98
,,,,,,,,,,,RP,Cole Sulser (43712179),Cole Sulser,43712179,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,2.92
,,,,,,,,,,,RP,Cam Booser (43712181),Cam Booser,43712181,P,4000,TEX@TB 07/30/2026 12:10PM ET,TB,4.32
,,,,,,,,,,,OF,Trent Grisham (43711823),Trent Grisham,43711823,OF,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,7.07
,,,,,,,,,,,SP,Chase Hampton (43712069),Chase Hampton,43712069,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,0
,,,,,,,,,,,RP,Prelander Berroa (43712070),Prelander Berroa,43712070,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,SP,Tanner McDougal (43712071),Tanner McDougal,43712071,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,SP,Ky Bush (43712072),Ky Bush,43712072,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,SP,Drew Thorpe (43712074),Drew Thorpe,43712074,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,RP,Bradley Hanner (43712080),Bradley Hanner,43712080,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,0
,,,,,,,,,,,RP,Tyler Gilbert (43712088),Tyler Gilbert,43712088,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,-1.59
,,,,,,,,,,,RP,Tyler Davis (43712098),Tyler Davis,43712098,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.84
,,,,,,,,,,,RP,Jake Bird (43712101),Jake Bird,43712101,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,1.75
,,,,,,,,,,,RP,Kervin Castro (43712103),Kervin Castro,43712103,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,5.4
,,,,,,,,,,,RP,Angel Chivilli (43712106),Angel Chivilli,43712106,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,4.30
,,,,,,,,,,,RP,David Bednar (43712107),David Bednar,43712107,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,3.88
,,,,,,,,,,,RP,Chris Murphy (43712114),Chris Murphy,43712114,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.9
,,,,,,,,,,,RP,Yovanny Cruz (43712117),Yovanny Cruz,43712117,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,6.85
,,,,,,,,,,,RP,Wikelman Gonzalez (43712118),Wikelman Gonzalez,43712118,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,0
,,,,,,,,,,,RP,Sean Newcomb (43712119),Sean Newcomb,43712119,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,4.15
,,,,,,,,,,,RP,Jordan Hicks (43712121),Jordan Hicks,43712121,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.81
,,,,,,,,,,,RP,Jordan Leasure (43712124),Jordan Leasure,43712124,P,4000,NYY@CWS 07/30/2026 02:10PM ET,CWS,2.57
,,,,,,,,,,,RP,Tim Hill (43712129),Tim Hill,43712129,P,4000,NYY@CWS 07/30/2026 02:10PM ET,NYY,1.46
