Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
5229211350,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Cade Cavalli (43919822),Cade Cavalli,43919822,P,9000,COL@WSH 08/24/2026 06:45PM ET,WSH,17.61
5229211351,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Connelly Early (43919977),Connelly Early,43919977,P,9000,COL@WSH 08/24/2026 06:45PM ET,WSH,16.23
5229211352,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Garrett Crochet (43919976),Garrett Crochet,43919976,P,9000,BOS@MIA 08/24/2026 06:40PM ET,BOS,13.78
5229211353,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,RP,Griffin Jax (43919983),Griffin Jax,43919983,P,8500,TB@DET 08/24/2026 06:40PM ET,TB,9.95
5229211354,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,RP,Nick Martinez (43919984),Nick Martinez,43919984,P,8500,TB@DET 08/24/2026 06:40PM ET,TB,14.63
5229211355,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Ranger Suarez (43919823),Ranger Suarez,43919823,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,15.1
5229211356,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Max Meyer (43919978),Max Meyer,43919978,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,19.1
5229211357,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Eury Perez (43919979),Eury Perez,43919979,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,17.79
5229211358,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Sandy Alcantara (43919980),Sandy Alcantara,43919980,P,8500,BOS@MIA 08/24/2026 06:40PM ET,MIA,16.63
5229211359,MLB $3K Solo Shot (Turbo),194301807,$1 ,Ryan Feltner (43919826),Framber Valdez (43919824),Brian Navarreto (43919916),Leo Jimenez (43919909),Hao-Yu Lee (43919892),Jorbit Vivas (43919912),Ezequiel Tovar (43919914),Jarren Duran (43919855),Victor Mesa Jr. (43919926),Chandler Simpson (43919854),,SP,Payton Tolle (43919981),Payton Tolle,43919981,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,19.22
,,,,,,,,,,,,,,,SP,Sonny Gray (43919982),Sonny Gray,43919982,P,8500,BOS@MIA 08/24/2026 06:40PM ET,BOS,18.18
,,,,,,,,,,,,,,,SP,Framber Valdez (43919824),Framber Valdez,43919824,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,12.34
,,,,,,,,,,,,,,,SP,Shane McClanahan (43919986),Shane McClanahan,43919986,P,7500,TB@DET 08/24/2026 06:40PM ET,TB,14.87
,,,,,,,,,,,,,,,RP,Joe Boyle (43919987),Joe Boyle,43919987,P,7500,TB@DET 08/24/2026 06:40PM ET,TB,12.39
,,,,,,,,,,,,,,,SP,Reese Olson (43919988),Reese Olson,43919988,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Justin Verlander (43919989),Justin Verlander,43919989,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,-4.55
,,,,,,,,,,,,,,,SP,Jack Flaherty (43919990),Jack Flaherty,43919990,P,7500,TB@DET 08/24/2026 06:40PM ET,DET,12.89
,,,,,,,,,,,,,,,SP,Jake Bennett (43919985),Jake Bennett,43919985,P,7500,BOS@MIA 08/24/2026 06:40PM ET,BOS,15.8
,,,,,,,,,,,,,,,RP,Andrew Alvarez (43919991),Andrew Alvarez,43919991,P,6600,COL@WSH 08/24/2026 06:45PM ET,WSH,10.87
,,,,,,,,,,,,,,,3B,Junior Caminero (43919827),Junior Caminero,43919827,3B,6500,TB@DET 08/24/2026 06:40PM ET,TB,9.06
,,,,,,,,,,,,,,,SP,Ryan Pepiot (43919993),Ryan Pepiot,43919993,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,0
,,,,,,,,,,,,,,,SP,Jackson Jobe (43919998),Jackson Jobe,43919998,P,6500,TB@DET 08/24/2026 06:40PM ET,DET,10.1
,,,,,,,,,,,,,,,SP,Keider Montero (43919999),Keider Montero,43919999,P,6500,TB@DET 08/24/2026 06:40PM ET,DET,12.39
,,,,,,,,,,,,,,,SP,Tyler Wells (43920001),Tyler Wells,43920001,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,3.96
,,,,,,,,,,,,,,,RP,Mason Englert (43920002),Mason Englert,43920002,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,5.55
,,,,,,,,,,,,,,,SP,Freddy Peralta (43920003),Freddy Peralta,43920003,P,6500,TB@DET 08/24/2026 06:40PM ET,TB,11.69
,,,,,,,,,,,,,,,SP,Robby Snelling (43919992),Robby Snelling,43919992,P,6500,BOS@MIA 08/24/2026 06:40PM ET,MIA,3.85
,,,,,,,,,,,,,,,SP,Tanner Houck (43919994),Tanner Houck,43919994,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Kutter Crawford (43919995),Kutter Crawford,43919995,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,0
,,,,,,,,,,,,,,,SP,Patrick Sandoval (43919996),Patrick Sandoval,43919996,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,11.58
,,,,,,,,,,,,,,,SP,Brayan Bello (43919997),Brayan Bello,43919997,P,6500,BOS@MIA 08/24/2026 06:40PM ET,BOS,9.68
,,,,,,,,,,,,,,,RP,Janson Junk (43920000),Janson Junk,43920000,P,6500,BOS@MIA 08/24/2026 06:40PM ET,MIA,10.97
,,,,,,,,,,,,,,,SS,CJ Abrams (43919828),CJ Abrams,43919828,SS,6200,COL@WSH 08/24/2026 06:45PM ET,WSH,9.9
,,,,,,,,,,,,,,,OF,James Wood (43919919),James Wood,43919919,OF,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,10.82
,,,,,,,,,,,,,,,SP,Jackson Kent (43920004),Jackson Kent,43920004,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,6.05
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43920005),Tomoyuki Sugano,43920005,P,6000,COL@WSH 08/24/2026 06:45PM ET,COL,9.91
,,,,,,,,,,,,,,,SP,DJ Herz (43920006),DJ Herz,43920006,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Josiah Gray (43920007),Josiah Gray,43920007,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Luis Perales (43920008),Luis Perales,43920008,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Miles Mikolas (43920009),Miles Mikolas,43920009,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,5.63
,,,,,,,,,,,,,,,SP,Mitchell Parker (43920010),Mitchell Parker,43920010,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,3.42
,,,,,,,,,,,,,,,SP,Jake Irvin (43920011),Jake Irvin,43920011,P,6000,COL@WSH 08/24/2026 06:45PM ET,WSH,10.39
,,,,,,,,,,,,,,,RP,Jesse Scholtens (43920014),Jesse Scholtens,43920014,P,5500,TB@DET 08/24/2026 06:40PM ET,TB,10.12
,,,,,,,,,,,,,,,SP,Steven Matz (43920015),Steven Matz,43920015,P,5500,TB@DET 08/24/2026 06:40PM ET,TB,4.94
,,,,,,,,,,,,,,,RP,Drew Anderson (43920017),Drew Anderson,43920017,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,5.49
,,,,,,,,,,,,,,,RP,Yilber Diaz (43920019),Yilber Diaz,43920019,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,-5.12
,,,,,,,,,,,,,,,RP,Ty Madden (43920021),Ty Madden,43920021,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,6.78
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43920022),Sawyer Gipson-Long,43920022,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Cole Sulser (43920023),Cole Sulser,43920023,P,5500,TB@DET 08/24/2026 06:40PM ET,TB,2.92
,,,,,,,,,,,,,,,RP,Tyler Holton (43920028),Tyler Holton,43920028,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,2.62
,,,,,,,,,,,,,,,RP,Brenan Hanifee (43920029),Brenan Hanifee,43920029,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,1.08
,,,,,,,,,,,,,,,RP,Burch Smith (43920030),Burch Smith,43920030,P,5500,TB@DET 08/24/2026 06:40PM ET,DET,3.94
,,,,,,,,,,,,,,,SP,Tyler Phillips (43919825),Tyler Phillips,43919825,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,7.42
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43919829),Wilyer Abreu,43919829,OF,5500,BOS@MIA 08/24/2026 06:40PM ET,BOS,8.24
,,,,,,,,,,,,,,,RP,Eduardo Rivera (43920012),Eduardo Rivera,43920012,P,5500,BOS@MIA 08/24/2026 06:40PM ET,BOS,5.02
,,,,,,,,,,,,,,,SP,Johan Oviedo (43920013),Johan Oviedo,43920013,P,5500,BOS@MIA 08/24/2026 06:40PM ET,BOS,1.45
,,,,,,,,,,,,,,,SP,Adam Mazur (43920016),Adam Mazur,43920016,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Ryan Gusto (43920018),Ryan Gusto,43920018,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,7.55
,,,,,,,,,,,,,,,RP,Dax Fulton (43920020),Dax Fulton,43920020,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,5.02
,,,,,,,,,,,,,,,RP,Pete Fairbanks (43920024),Pete Fairbanks,43920024,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,3.16
,,,,,,,,,,,,,,,RP,John King (43920025),John King,43920025,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,2.51
,,,,,,,,,,,,,,,RP,Cade Gibson (43920026),Cade Gibson,43920026,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,2.38
,,,,,,,,,,,,,,,SP,Bradley Blalock (43920027),Bradley Blalock,43920027,P,5500,BOS@MIA 08/24/2026 06:40PM ET,MIA,0
,,,,,,,,,,,,,,,C,Dillon Dingler (43919830),Dillon Dingler,43919830,C,5300,TB@DET 08/24/2026 06:40PM ET,DET,8.1
,,,,,,,,,,,,,,,C,Hunter Goodman (43919920),Hunter Goodman,43919920,C,5200,COL@WSH 08/24/2026 06:45PM ET,COL,8.78
,,,,,,,,,,,,,,,1B,Willson Contreras (43919831),Willson Contreras,43919831,1B,5200,BOS@MIA 08/24/2026 06:40PM ET,BOS,8.72
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43919832),Kevin McGonigle,43919832,3B/SS,5100,TB@DET 08/24/2026 06:40PM ET,DET,8.51
,,,,,,,,,,,,,,,SP,Ryan Feltner (43919826),Ryan Feltner,43919826,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,7.81
,,,,,,,,,,,,,,,SP,Trevor Williams (43920031),Trevor Williams,43920031,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,7.38
,,,,,,,,,,,,,,,SP,Matt Waldron (43920032),Matt Waldron,43920032,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,3.58
,,,,,,,,,,,,,,,RP,Max Kranick (43920033),Max Kranick,43920033,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,0.7
,,,,,,,,,,,,,,,RP,Zak Kent (43920034),Zak Kent,43920034,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.92
,,,,,,,,,,,,,,,RP,Eddy Yean (43920035),Eddy Yean,43920035,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,3.67
,,,,,,,,,,,,,,,RP,Paxton Schultz (43920036),Paxton Schultz,43920036,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.29
,,,,,,,,,,,,,,,RP,Brad Lord (43920037),Brad Lord,43920037,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,5.63
,,,,,,,,,,,,,,,RP,Carson Palmquist (43920038),Carson Palmquist,43920038,P,5000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.78
,,,,,,,,,,,,,,,RP,Gabriel Hughes (43920039),Gabriel Hughes,43920039,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,7.56
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43920040),Michael Lorenzen,43920040,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,4.48
,,,,,,,,,,,,,,,SP,Chase Dollander (43920041),Chase Dollander,43920041,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,13.1
,,,,,,,,,,,,,,,RP,Tanner Gordon (43920042),Tanner Gordon,43920042,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,7.38
,,,,,,,,,,,,,,,SP,Pierson Ohl (43920043),Pierson Ohl,43920043,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Zach Agnos (43920044),Zach Agnos,43920044,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,3.05
,,,,,,,,,,,,,,,SP,Sean Sullivan (43920045),Sean Sullivan,43920045,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,1.89
,,,,,,,,,,,,,,,SP,Kyle Freeland (43920046),Kyle Freeland,43920046,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,9
,,,,,,,,,,,,,,,RP,Jose Quintana (43920047),Jose Quintana,43920047,P,5000,COL@WSH 08/24/2026 06:45PM ET,COL,6.05
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43919834),Yandy Diaz,43919834,1B/3B,5000,TB@DET 08/24/2026 06:40PM ET,TB,8.43
,,,,,,,,,,,,,,,OF,Jake McCarthy (43919836),Jake McCarthy,43919836,OF,4900,COL@WSH 08/24/2026 06:45PM ET,COL,8.5
,,,,,,,,,,,,,,,C,Liam Hicks (43919837),Liam Hicks,43919837,C,4800,TB@DET 08/24/2026 06:40PM ET,TB,7.66
,,,,,,,,,,,,,,,C,Eduardo Valencia (43919838),Eduardo Valencia,43919838,C,4700,TB@DET 08/24/2026 06:40PM ET,DET,7.91
,,,,,,,,,,,,,,,OF,Mickey Moniak (43919839),Mickey Moniak,43919839,OF,4600,COL@WSH 08/24/2026 06:45PM ET,COL,7.67
,,,,,,,,,,,,,,,1B,Jonathan Aranda (43919840),Jonathan Aranda,43919840,1B,4500,TB@DET 08/24/2026 06:40PM ET,TB,7.5
,,,,,,,,,,,,,,,SS,Otto Lopez (43919841),Otto Lopez,43919841,SS,4500,BOS@MIA 08/24/2026 06:40PM ET,MIA,8.48
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43919842),Ceddanne Rafaela,43919842,OF,4400,BOS@MIA 08/24/2026 06:40PM ET,BOS,8.23
,,,,,,,,,,,,,,,OF,Roman Anthony (43919921),Roman Anthony,43919921,OF,4400,BOS@MIA 08/24/2026 06:40PM ET,BOS,6.1
,,,,,,,,,,,,,,,OF,Cedric Mullins (43919843),Cedric Mullins,43919843,OF,4300,TB@DET 08/24/2026 06:40PM ET,TB,6.27
,,,,,,,,,,,,,,,2B,Gleyber Torres (43919844),Gleyber Torres,43919844,2B,4300,TB@DET 08/24/2026 06:40PM ET,DET,7.48
,,,,,,,,,,,,,,,OF,Dylan Crews (43919845),Dylan Crews,43919845,OF,4200,COL@WSH 08/24/2026 06:45PM ET,WSH,6.49
,,,,,,,,,,,,,,,2B,Xavier Edwards (43919846),Xavier Edwards,43919846,2B,4200,BOS@MIA 08/24/2026 06:40PM ET,MIA,7.24
,,,,,,,,,,,,,,,OF/SS,Cole Carrigg (43919847),Cole Carrigg,43919847,SS/OF,4100,COL@WSH 08/24/2026 06:45PM ET,COL,7.87
,,,,,,,,,,,,,,,OF,Daylen Lile (43919849),Daylen Lile,43919849,OF,4100,COL@WSH 08/24/2026 06:45PM ET,WSH,7.18
,,,,,,,,,,,,,,,OF,Riley Greene (43919922),Riley Greene,43919922,OF,4100,TB@DET 08/24/2026 06:40PM ET,DET,7.59
,,,,,,,,,,,,,,,1B,Kyle Stowers (43919923),Kyle Stowers,43919923,1B,4100,BOS@MIA 08/24/2026 06:40PM ET,MIA,7.62
,,,,,,,,,,,,,,,RP,RJ Petit (43920048),RJ Petit,43920048,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Eiberson Castellano (43920053),Eiberson Castellano,43920053,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,7.75
,,,,,,,,,,,,,,,RP,Blas Castano (43920054),Blas Castano,43920054,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,4.85
,,,,,,,,,,,,,,,SP,McCade Brown (43920055),McCade Brown,43920055,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,0
,,,,,,,,,,,,,,,RP,Cole Henry (43920057),Cole Henry,43920057,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.87
,,,,,,,,,,,,,,,RP,Wyatt Mills (43920059),Wyatt Mills,43920059,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.11
,,,,,,,,,,,,,,,RP,Nick Frasso (43920060),Nick Frasso,43920060,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.8
,,,,,,,,,,,,,,,RP,Riley Cornelio (43920067),Riley Cornelio,43920067,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,4.26
,,,,,,,,,,,,,,,RP,Brennan Bernardino (43920068),Brennan Bernardino,43920068,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.23
,,,,,,,,,,,,,,,RP,Erik Tolman (43920070),Erik Tolman,43920070,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,3.65
,,,,,,,,,,,,,,,RP,Kyle Nicolas (43920072),Kyle Nicolas,43920072,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.13
,,,,,,,,,,,,,,,RP,Gus Varland (43920074),Gus Varland,43920074,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.59
,,,,,,,,,,,,,,,RP,Orlando Ribalta (43920075),Orlando Ribalta,43920075,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.62
,,,,,,,,,,,,,,,RP,Jordan Romano (43920076),Jordan Romano,43920076,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.18
,,,,,,,,,,,,,,,SP,Ken Waldichuk (43920080),Ken Waldichuk,43920080,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.8
,,,,,,,,,,,,,,,RP,PJ Poulin (43920087),PJ Poulin,43920087,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.72
,,,,,,,,,,,,,,,RP,Clayton Beeter (43920091),Clayton Beeter,43920091,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.93
,,,,,,,,,,,,,,,RP,Richard Lovelady (43920092),Richard Lovelady,43920092,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,2.1
,,,,,,,,,,,,,,,RP,Yovanny Cruz (43920093),Yovanny Cruz,43920093,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.76
,,,,,,,,,,,,,,,RP,TJ Shook (43920102),TJ Shook,43920102,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,1.77
,,,,,,,,,,,,,,,RP,Will Dion (43920111),Will Dion,43920111,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,6.52
,,,,,,,,,,,,,,,RP,Welinton Herrera (43920113),Welinton Herrera,43920113,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.48
,,,,,,,,,,,,,,,RP,Jake Bird (43920118),Jake Bird,43920118,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.98
,,,,,,,,,,,,,,,RP,Tom Cosgrove (43920119),Tom Cosgrove,43920119,P,4000,COL@WSH 08/24/2026 06:45PM ET,WSH,1.64
,,,,,,,,,,,,,,,RP,Juan Mejia (43920124),Juan Mejia,43920124,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.28
,,,,,,,,,,,,,,,RP,Jaden Hill (43920125),Jaden Hill,43920125,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,1.95
,,,,,,,,,,,,,,,RP,Mark Manfredi (43920126),Mark Manfredi,43920126,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,3.72
,,,,,,,,,,,,,,,RP,Jeff Criswell (43920127),Jeff Criswell,43920127,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,2.27
,,,,,,,,,,,,,,,RP,Jimmy Herget (43920128),Jimmy Herget,43920128,P,4000,COL@WSH 08/24/2026 06:45PM ET,COL,1.75
